🐼如意呗,#genre#
河北杂技频道,http://101.31.195.182:4000/udp/239.253.93.170:6338

CCTV-1,http://121.29.90.47:7077/udp/239.253.92.83:8012
CCTV-2,http://121.29.90.47:7077/udp/239.253.92.190:6065
CCTV-3,http://121.29.90.47:7077/udp/239.253.92.191:6057
CCTV-4,http://121.29.90.47:7077/udp/239.253.92.251:6141
CCTV-5,http://121.29.90.47:7077/udp/239.253.92.181:6046
CCTV-5+,http://121.29.90.47:7077/udp/239.253.92.82:8013
CCTV-6,http://121.29.90.47:7077/udp/239.253.92.193:6058
CCTV-7,http://121.29.90.47:7077/udp/239.253.92.194:6059
CCTV-8,http://121.29.90.47:7077/udp/239.253.92.195:6060
CCTV-9,http://121.29.90.47:7077/udp/239.253.92.107:6020
CCTV-10,http://121.29.90.47:7077/udp/239.253.92.196:6061
CCTV-11,http://121.29.90.47:7077/udp/239.253.93.153:6321
CCTV-12,http://121.29.90.47:7077/udp/239.253.92.197:6062
CCTV-13,http://121.29.90.47:7077/udp/239.253.92.13:8008
CCTV-14,http://121.29.90.47:7077/udp/239.253.92.198:6063
CCTV-15,http://121.29.90.47:7077/udp/239.253.93.154:6322
CCTV-17,http://121.29.90.47:7077/udp/239.253.93.150:6318
湖南卫视,http://121.29.90.47:7077/udp/239.253.92.84:8015
浙江卫视,http://121.29.90.47:7077/udp/239.253.92.90:8020
江苏卫视,http://121.29.90.47:7077/udp/239.253.92.88:8018
北京卫视,http://121.29.90.47:7077/udp/239.253.92.87:8014
东南卫视,http://121.29.90.47:7077/udp/239.253.92.201:6146
东方卫视,http://121.29.90.47:7077/udp/239.253.92.89:8019
天津卫视,http://121.29.90.47:7077/udp/239.253.92.91:8021
深圳卫视,http://121.29.90.47:7077/udp/239.253.92.86:8017
山东卫视,http://121.29.90.47:7077/udp/239.253.92.207:8109
广东卫视,http://121.29.90.47:7077/udp/239.253.92.206:8108
黑龙江卫视,http://121.29.90.47:7077/udp/239.253.92.85:8016
辽宁卫视,http://121.29.90.47:7077/udp/239.253.92.115:6056
安徽卫视,http://121.29.90.47:7077/udp/239.253.92.209:6566
湖北卫视,http://121.29.90.47:7077/udp/239.253.92.210:6567
四川卫视,http://121.29.90.47:7077/udp/239.253.92.16:6043
重庆卫视,http://121.29.90.47:7077/udp/239.253.92.10:6053
河南卫视,http://121.29.90.47:7077/udp/239.253.92.137:6144
金鹰纪实,http://121.29.90.47:7077/udp/239.253.92.103:6054
广西卫视,http://121.29.90.47:7077/udp/239.253.92.76:8043
纪实人文,http://121.29.90.47:7077/udp/239.253.92.99:6013
贵州卫视,http://121.29.90.47:7077/udp/239.253.92.105:6055
江西卫视,http://121.29.90.47:7077/udp/239.253.92.19:6145
吉林卫视,http://121.29.90.47:7077/udp/239.253.92.202:6147
海南卫视,http://121.29.90.47:7077/udp/239.253.93.155:6323
兵团卫视,http://121.29.90.47:7077/udp/239.253.93.176:6344
河北卫视,http://121.29.90.47:7077/udp/239.253.92.154:6011
河北经济生活,http://121.29.90.47:7077/udp/239.253.92.171:6001
河北都市,http://121.29.90.47:7077/udp/239.253.92.172:6002
河北影视剧,http://121.29.90.47:7077/udp/239.253.92.173:6003
河北少儿科教,http://121.29.90.47:7077/udp/239.253.92.174:6004
河北公共,http://121.29.90.47:7077/udp/239.253.92.175:6005
河北农民,http://121.29.90.47:7077/udp/239.253.92.176:6006
kaku 少儿,http://121.29.90.47:7077/udp/239.253.92.162:8054
金鹰卡通,http://121.29.90.47:7077/udp/239.253.92.163:8055
嘉佳卡通,http://121.29.90.47:7077/udp/239.253.93.203:6381
优漫卡通,http://121.29.90.47:7077/udp/239.253.93.204:6382
中国教育-1,http://121.29.90.47:7077/udp/239.253.92.211:6069
山东教育,http://121.29.90.47:7077/udp/239.253.92.106:6135
河北杂技频道,http://121.29.90.47:7077/udp/239.253.93.170:6338

🐼体育频道,#genre#

晴采竞技,http://webmail.axxe.top:4022/udp/239.3.1.125:8001$北京联通组播
晴彩竞技HD,http://122.232.188.43:1883/udp/233.50.202.26:5140
晴彩篮球HD,http://122.232.188.43:1883/udp/233.50.202.27:5140
晴彩广场舞HD,http://122.232.188.43:1883/udp/233.50.202.29:5140
晴彩羽毛球HD,http://122.232.188.43:1883/udp/233.50.202.28:5140

咪咕直播-1,http://gslbserv.itv.cmvideo.cn:80/3000000001000005308/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=3
咪咕直播-2,http://gslbserv.itv.cmvideo.cn:80/3000000001000005969/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=3
咪咕直播-3,http://gslbserv.itv.cmvideo.cn:80/3000000001000007218/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=3
咪咕直播-4,http://gslbserv.itv.cmvideo.cn:80/3000000001000008001/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=3
咪咕直播-5,http://gslbserv.itv.cmvideo.cn:80/3000000001000008176/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=3
咪咕直播-6,http://gslbserv.itv.cmvideo.cn:80/3000000001000008379/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=3
咪咕直播-7,http://gslbserv.itv.cmvideo.cn:80/3000000001000010129/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=3
咪咕直播-8,http://gslbserv.itv.cmvideo.cn:80/3000000001000010948/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=3
咪咕直播-10,http://gslbserv.itv.cmvideo.cn:80/3000000001000028638/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=3
咪咕直播-11,http://gslbserv.itv.cmvideo.cn:80/3000000001000031494/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=3
咪咕直播-12,http://gslbserv.itv.cmvideo.cn:80/3000000010000000097/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=3
咪咕直播-13,http://gslbserv.itv.cmvideo.cn:80/3000000010000002019/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=3
咪咕直播-15,http://gslbserv.itv.cmvideo.cn:80/3000000010000002809/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=3
咪咕直播-16,http://gslbserv.itv.cmvideo.cn:80/3000000010000003915/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=3
咪咕直播-17,http://gslbserv.itv.cmvideo.cn:80/3000000010000004193/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=3
咪咕直播-19,http://gslbserv.itv.cmvideo.cn:80/3000000010000005837/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=3
咪咕直播-20,http://gslbserv.itv.cmvideo.cn:80/3000000010000006077/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=3
咪咕直播-21,http://gslbserv.itv.cmvideo.cn:80/3000000010000006658/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=3
咪咕直播-24,http://gslbserv.itv.cmvideo.cn:80/3000000010000009788/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=3
咪咕直播-25,http://gslbserv.itv.cmvideo.cn:80/3000000010000010833/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=3
咪咕直播-27,http://gslbserv.itv.cmvideo.cn:80/3000000010000011297/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=3
咪咕直播-28,http://gslbserv.itv.cmvideo.cn:80/3000000010000011518/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=3
咪咕直播-33,http://gslbserv.itv.cmvideo.cn:80/3000000010000012558/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=3
咪咕直播-34,http://gslbserv.itv.cmvideo.cn:80/3000000010000012616/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=3
咪咕直播-35,http://gslbserv.itv.cmvideo.cn:80/3000000010000015470/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=3
咪咕直播-36,http://gslbserv.itv.cmvideo.cn:80/3000000010000015560/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=3
咪咕直播-38,http://gslbserv.itv.cmvideo.cn:80/3000000010000017678/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=3
咪咕直播-41,http://gslbserv.itv.cmvideo.cn:80/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=3
咪咕直播-43,http://gslbserv.itv.cmvideo.cn:80/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=3
咪咕直播-44,http://gslbserv.itv.cmvideo.cn:80/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=3
咪咕直播-47,http://gslbserv.itv.cmvideo.cn:80/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=3
咪咕直播-51,http://gslbserv.itv.cmvideo.cn:80/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=3
咪咕直播-52,http://gslbserv.itv.cmvideo.cn:80/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=3

咪咕体育46,http://39.135.134.67/000000001000/3000000001000028638/index.m3u8
咪咕体育47,http://39.135.134.67/000000001000/3000000001000008379/index.m3u8
咪咕体育48,http://39.135.134.67/000000001000/3000000001000008001/index.m3u8
咪咕体育49,http://39.135.134.67/000000001000/3000000001000031494/index.m3u8
咪咕体育50,http://39.135.134.67/000000001000/3000000001000008176/index.m3u8
咪咕体育51,http://39.135.134.34/000000001000/3000000001000010129/index.m3u8
咪咕体育52,http://39.135.134.67/000000001000/3000000001000010948/index.m3u8
咪咕体育53,http://39.135.134.67/000000001000/3000000001000007218/index.m3u8
咪咕体育54,http://39.135.134.67/000000001000/3000000001000005308/index.m3u8
咪咕体育55,http://39.135.134.67/000000001000/3000000001000005969/index.m3u8
咪咕体育57,http://39.135.137.203/000000001000/3000000010000027691/index.m3u8
咪咕体育58,http://39.135.137.203/000000001000/3000000010000015560/index.m3u8
咪咕体育59,http://39.135.137.205/000000001000/3000000010000002809/index.m3u8
咪咕体育61,http://39.135.137.206/000000001000/3000000010000000097/index.m3u8
咪咕体育61,http://39.135.137.205/000000001000/3000000010000006077/index.m3u8
咪咕体育62,http://39.135.137.203/000000001000/3000000010000012558/index.m3u8
咪咕体育63,http://39.135.137.208/000000001000/3000000010000023434/index.m3u8
咪咕体育64,http://39.135.137.203/000000001000/3000000010000003915/index.m3u8
咪咕体育65,http://39.135.137.205/000000001000/3000000010000004193/index.m3u8
咪咕体育66,http://39.135.137.205/000000001000/3000000010000021904/index.m3u8
咪咕体育67,http://39.135.137.207/000000001000/3000000010000011297/index.m3u8
咪咕体育68,http://39.135.137.208/000000001000/3000000010000006658/index.m3u8
咪咕体育69,http://39.135.137.205/000000001000/3000000010000010833/index.m3u8
咪咕体育70,http://39.135.137.203/000000001000/3000000010000025380/index.m3u8
咪咕体育71,http://39.135.137.209/000000001000/3000000010000015686/index.m3u8
咪咕体育72,http://39.135.137.208/000000001000/3000000010000005180/index.m3u8

咪咕直播-1,http://tvbox6.icu/tv/migu2.php?id=1
咪咕直播-2,http://tvbox6.icu/tv/migu2.php?id=2
咪咕直播-3,http://tvbox6.icu/tv/migu2.php?id=3
咪咕直播-4,http://tvbox6.icu/tv/migu2.php?id=4
咪咕直播-5,http://tvbox6.icu/tv/migu2.php?id=5
咪咕直播-6,http://tvbox6.icu/tv/migu2.php?id=6
咪咕直播-7,http://tvbox6.icu/tv/migu2.php?id=7
咪咕直播-8,http://tvbox6.icu/tv/migu2.php?id=8
咪咕直播-9,http://tvbox6.icu/tv/migu2.php?id=9
咪咕直播-10,http://tvbox6.icu/tv/migu2.php?id=10
咪咕直播-11,http://tvbox6.icu/tv/migu2.php?id=11
咪咕直播-12,http://tvbox6.icu/tv/migu2.php?id=12
咪咕直播-13,http://tvbox6.icu/tv/migu2.php?id=13
咪咕直播-14,http://tvbox6.icu/tv/migu2.php?id=14
咪咕直播-15,http://tvbox6.icu/tv/migu2.php?id=15
咪咕直播-16,http://tvbox6.icu/tv/migu2.php?id=16
咪咕直播-17,http://tvbox6.icu/tv/migu2.php?id=17
咪咕直播-18,http://tvbox6.icu/tv/migu2.php?id=18
咪咕直播-19,http://tvbox6.icu/tv/migu2.php?id=19
咪咕直播-20,http://tvbox6.icu/tv/migu2.php?id=20
咪咕直播-21,http://tvbox6.icu/tv/migu2.php?id=21
咪咕直播-22,http://tvbox6.icu/tv/migu2.php?id=22
咪咕直播-23,http://tvbox6.icu/tv/migu2.php?id=23
咪咕直播-24,http://tvbox6.icu/tv/migu2.php?id=24
咪咕直播-25,http://tvbox6.icu/tv/migu2.php?id=25
咪咕直播-26,http://tvbox6.icu/tv/migu2.php?id=26
咪咕直播-27,http://tvbox6.icu/tv/migu2.php?id=27

咪咕运动,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
咪咕直播1,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕直播2 ,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播3 ,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播4 ,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
BesTV_𝟙,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000024/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000024&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
BesTV_𝟚,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000025/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000025&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
BesTV_𝟛,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000026/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000026&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
BesTV_𝟜,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000027/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000027&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
BesTV_𝟝,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000028/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000028&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
BesTV_𝟞,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000029/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000029&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
BesTV_𝟟,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000030/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000030&IASHttpSessionId=OTT19019320240419154124000281&yang-1989

劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq
24小时亚洲杯频道,http://tvbox6.icu/tv/migu.php?id=24hyzb
CBA经典,http://tvbox6.icu/tv/migu.php?id=cbajd
NBA经典,http://tvbox6.icu/tv/migu.php?id=nbajd
欧洲足球风云,http://tvbox6.icu/tv/migu.php?id=ozzqfy
全民乒乓,http://tvbox6.icu/tv/migu.php?id=qmpp
热剧联播,http://tvbox6.icu/tv/migu.php?id=rjlb
赛事最经典,http://tvbox6.icu/tv/migu.php?id=sszjd
体坛名栏汇,http://tvbox6.icu/tv/migu.php?id=ttmlh
UFC格斗精选,http://tvbox6.icu/tv/migu.php?id=ufcgdjx
五大联赛经典,http://tvbox6.icu/tv/migu.php?id=wdlsjd

JJ斗地主,http://openhls-tct.douyucdn2.cn:80/dyliveflv1a/488743rAHScWyyII_2000.m3u8

精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8

超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8

咪咕体育,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225895/index.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8

纬来体育,rtmp://220.130.201.73/sat/tv721
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,rtmp://f13h.mine.nu/sat/tv721

F1赛车,https://stream.ads.ottera.tv/playlist.m3u8?network_id=535

IKOT爱赛车,http://118.114.168.57:8888/udp/239.93.42.20:5140$成都电信组播
IKOT爱赛车,http://118.122.103.228:4022/udp/239.93.42.20:5140$四川成都电信

精彩广场舞,http://www.8700956.top:18888/rtp/239.81.0.193:4056$广西钦州电信

晴彩竟技,http://nas.tuyuannet.cn:8800/rtp/239.37.0.040:5540$吉林长春电信
晴彩竟技,http://www.8700956.top:18888/rtp/239.81.0.190:4056$广西钦州电信
晴彩篮球,http://www.8700956.top:18888/rtp/239.81.0.191:4056$广西钦州电信
晴彩蓝球,http://nas.tuyuannet.cn:8800/rtp/239.37.0.038:5540$吉林长春电信
精彩羽毛球,http://www.8700956.top:18888/rtp/239.81.0.192:4056$广西钦州电信


武术世界,http://220.176.218.35:8888/udp/239.252.220.180:5140$江西上饶电信

中国功夫,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010087/1.m3u8

ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731$台湾中华电信
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741$台湾中华电信

先锋乒羽,http://www.8700956.top:18888/rtp/239.81.0.236:4056$广西钦州电信
欧洲体育,http://europa-crtvg.flumotion.com/playlist.m3u8
皇马RMTV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8
红牛极限运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8

CBA篮球,http://live-cmvideo.cmread.com:80/migu/lunbo/cba/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=261360ecdd41429ba089515be68c33d9
咪咕篮球,http://live-cmvideo.cmread.com:80/wd_r2/virtuallive/tysy201903/150/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d71afdb4433cfb1ced90779b543d1dee
足球频道,http://live-cmvideo.cmread.com:80/migu/lunbo/eufootball/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=da834f97e3c8832f6fd8f2be9ba16464
足球联赛,http://live-cmvideo.cmread.com:80/migu/lunbo/wudaliansai/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=37390fe8508db105ef85c897db9015f6
格斗比赛,http://live-cmvideo.cmread.com:80/migu/lunbo/ufc/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=de66cc31b2e686e8503003557c03ec69
斗地主赛,http://live-cmvideo.cmread.com:80/wd_r4/virtuallive/5101059662/150/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=86ee7113f215743d9b9272c072214c3c

精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/1.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
广东体育,http://113.98.122.166:9901/tsfile/live/1057_1.m3u8?key=txiptv

NOW体育1,http://60.30.198.43:5080/HK/nowty/hls.m3u8
NOW体育2,http://60.30.198.43:5080/HK/nowty2/hls.m3u8
NOW SPORTS1,http://220.246.126.166:9981/stream/channel/dc8db4742fcbe0da67fa417159b6fadd
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
摔跤格斗,https://d2p372oxiwmcn1.cloudfront.net/hls/1080p/playlist.m3u8
美国极限运动台,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8

MAT体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/522/index.m3u8
天空体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/15097/index.m3u8
天空体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7234/index.m3u8
天空体育3,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7341/index.m3u8
天空体育4,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7343/index.m3u8
天空体育5,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2477/index.m3u8

咪咕3K-20M1920,http://tvbox6.icu/tv/v4migu.php?id=1
咪咕4K-30M2160HEVC,http://tvbox6.icu/tv/v4migu.php?id=2
咪咕视频1,http://tvbox6.icu/tv/v4migu.php?id=3
咪咕视频2,http://tvbox6.icu/tv/v4migu.php?id=4
咪咕视频3,http://tvbox6.icu/tv/v4migu.php?id=5
咪咕视频4,http://tvbox6.icu/tv/v4migu.php?id=6
咪咕视频5,http://tvbox6.icu/tv/v4migu.php?id=7
咪咕视频6,http://tvbox6.icu/tv/v4migu.php?id=8
咪咕视频7,http://tvbox6.icu/tv/v4migu.php?id=9
咪咕视频8,http://tvbox6.icu/tv/v4migu.php?id=10
咪咕视频9,http://tvbox6.icu/tv/v4migu.php?id=11
咪咕视频10,http://tvbox6.icu/tv/v4migu.php?id=12
咪咕视频11,http://tvbox6.icu/tv/v4migu.php?id=13
咪咕视频12,http://tvbox6.icu/tv/v4migu.php?id=14
咪咕视频13,http://tvbox6.icu/tv/v4migu.php?id=15
咪咕视频14,http://tvbox6.icu/tv/v4migu.php?id=16
咪咕视频15,http://tvbox6.icu/tv/v4migu.php?id=17
咪咕视频16,http://tvbox6.icu/tv/v4migu.php?id=18
咪咕视频17,http://tvbox6.icu/tv/v4migu.php?id=19
咪咕视频18,http://tvbox6.icu/tv/v4migu.php?id=20
咪咕视频19,http://tvbox6.icu/tv/v4migu.php?id=21
咪咕视频20,http://tvbox6.icu/tv/v4migu.php?id=22
咪咕视频21,http://tvbox6.icu/tv/v4migu.php?id=23
咪咕视频22,http://tvbox6.icu/tv/v4migu.php?id=24
咪咕视频23,http://tvbox6.icu/tv/v4migu.php?id=25
咪咕视频24,http://tvbox6.icu/tv/v4migu.php?id=26
咪咕视频25,http://tvbox6.icu/tv/v4migu.php?id=27
咪咕视频26,http://tvbox6.icu/tv/v4migu.php?id=28
咪咕视频27,http://tvbox6.icu/tv/v4migu.php?id=29
咪咕视频28,http://tvbox6.icu/tv/v4migu.php?id=30
咪咕视频29,http://tvbox6.icu/tv/v4migu.php?id=31
咪咕视频30,http://tvbox6.icu/tv/v4migu.php?id=32
咪咕视频31,http://tvbox6.icu/tv/v4migu.php?id=33
咪咕视频32,http://tvbox6.icu/tv/v4migu.php?id=34
咪咕视频33,http://tvbox6.icu/tv/v4migu.php?id=35

咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226398/index.m3u8$8.0M_1080
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8$8.0M_1080
咪咕视频-63,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226124/index.m3u8
咪咕视频-64,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226147/index.m3u8
咪咕视频-65,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226398/index.m3u8
咪咕直播-55,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/index.m3u8
咪咕视频2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播-52,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕直播-53,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播-54,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播-56,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
咪咕全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8
咪咕视频1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕全民热练,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
咪咕视频4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕足球,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕3,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
咪咕篮球,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频_9,http://api.52tb.xyz/info?id=259&token=20221103fylh888
咪咕视频_7,http://api.52tb.xyz/info?id=257&token=20221103fylh888
咪咕Live-57,http://122.152.202.33/s/e0c41674/index.m3u8?id=762
咪咕Live-58,http://122.152.202.33/s/e0c41674/index.m3u8?id=763
